Unidades",Estado,Subsistema,Tipo de Usina,Nome do Rio,Nome da Bacia/ Estado,Região de Influência,Despacho da Usina em relação a Potência Instalada,Potência Instalada da Usina em relação ao Nominal da Bacia,Despacho da Usina em relação ao despacho da Bacia,Dados de Linha,Unnamed: 32,Unnamed: 33,Unnamed: 34,Máximo Síncronos Despacháveis,Balanço síncronos,UMX,Síncronos Despachados.1,Mq. Pativa modif + grupo,Mq. Pativa UMX UMN,Mq. Pativa,PInércia,Multiplos Grupos,Sincrono,Max Síncronos,UMN,Pmin,Pmax,Check Pmin,Numeração,Desp min,Sinc min,Nome da Barra do gerador CADASTRO,Qmin,Qmax,Carga Própria UGs (MW),"RPO
sincronizada","Const. Inércia
Equivalente",COD. CEG,COD. PEE,"CVU
(R$/MWh)",Inflexibilidade,Maior Reserva (MW),Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no PWF,,N° Circ,Nome da Barra do GERADOR,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,489.700000000001,Belo Monte,,,,,,,,,,,
1,,,,,,,,MW,%,Mvar,Vterm,MW,%,MW,%,Forçar Nº de Máq,"Despacho
Síncronos",V term,,,,,,,Tipo de Usina,,,,,,,Barra DE,Barra PARA,,,,,,,,,,,,,,,,,,,,,,Qmin,Qmax,,9776.816,352.269093,Qmin,Qmin,Qmax,Qmin,Maior Inécia (MVA.s),,,,,,,,,,,,
328,Pecém II,46603,144,-,-,-,-,0,0,0,1.01,0,0,,,,,,-,-,-,-,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0903954802259887,0.0,46602,46603,1,UTEPCDUTE000,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,312.0,,,UTEPCDUTE000,-,-,,-,0.0,UTE.PE.PE.031303-3.02,,2900,0,,,,,,,,,,,,,
329,Petrolina,6314,128,-,-,-,-,0,0,0,1,0,0,,,,,,-,-,-,-,PE,NE,Óleo Diesel,,Pernambuco,,0.0,0.0803515379786566,0.0,6313,6314,1,PET---UTE000,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,313.0,,,PET---UTE000,-,-,,-,0.0,,144,0,0,,,,,,,,,,,,,
330,Potiguar III,5242,50,10,16.99,-17.4,17.4,0,0,0,0.999,0,0,,,,,,-,-,0,3,RN,NE,Óleo Diesel,,Rio Grande do Norte,,0.0,0.118764845605701,0.0,5258,5242,1,POT3--UTE000,-,-,3,-,,0,0,16.99,-,-,-,0,10,16.99,OK,314.0,,,POT3--UTE000,-17.4,17.4,,0,0.0,,161,0,0,,,,,,,,,,,,,
331,Potiguar ,5240,47,10,23.83,-18.6,18.6,0,0,0,0.999,0,0,,,,,,-,-,0,2,RN,NE,Óleo Diesel,,Rio Grande do Norte,,0.0,0.111638954869359,0.0,5258,5240,1,POT1--UTE000,-,-,2,-,,0,0,23.83,-,-,-,0,10,23.83,OK,315.0,,,POT1--UTE000,-18.6,18.6,,0,0.0,,151,0,0,,,,,,,,,,,,,
332,Parnaíba V,8159,372,100,372.1,-120,200,0,0,0,1.02,0,0,,,,,,-,-,0,1,MA,N,Gás Natural,,Maranhão,,0.0,0.14519906323185,0.0,5649,8159,1,PRN5ANUTE000,-,-,1,-,,0,0,372.1,-,-,-,0,100,372.1,OK,317.0,,,PRN5ANUTE000,-120,200,,0,0.0,,239,104.85,0,,,,,,,,,,,,,
333,Maranhão III (gás),5646,337,130,168.8,-90.5,73,0,0,0,1.07,0,0,,,,,,-,-,0,2,MA,N,Gás Natural,,Maranhão,,0.0,0.131537861046058,0.0,5649,5646,1,MAR3-GUTE000,-,-,2,-,,0,0,168.8,-,-,-,0,130,168.8,OK,318.0,,,MAR3-GUTE000,-90.5,73,,0,0.0,,212,105.87,320,,,,,,,,,,,,,
334,Maranhão III (vapor),5815,173,140,173.2,-109.6,64.9,0,0,0,1.07,0,0,,,,,,-,-,0,1,MA,N,Gás Natural,,Maranhão,,0.0,0.0675253708040593,0.0,5815,5649,1,MAR3-VUTE000,-,-,1,-,,0,0,173.2,-,-,-,0,140,173.2,OK,319.0,,,MAR3-VUTE000,-109.6,64.9,,0,0.0,,212,105.87,160,,,,,,,,,,,,,
335,Maranhão IV,5647,337,100,168.8,-47,109,0,0,0,1.07,0,0,,,,,,-,-,0,2,MA,N,Gás Natural,,Maranhão,,0.0,0.131537861046058,0.0,5649,5647,1,MARIV-UTE000,-,-,2,-,,0,0,168.8,-,-,-,0,100,168.8,OK,320.0,,,MARIV-UTE000,-47,109,,0,0.0,,36,146.67,0,,,,,,,,,,,,,
336,Maranhão V,5648,337,100,168.8,-47,109,0,0,0,1.07,0,0,,,,,,-,-,0,2,MA,N,Gás Natural,,Maranhão,,0.0,0.131537861046058,0.0,5649,5648,1,MARV--UTE000,-,-,2,-,,0,0,168.8,-,-,-,0,100,168.8,OK,321.0,,,MARV--UTE000,-47,109,,0,0.0,,21,146.67,0,,,,,,,,,,,,,
337,Parnaíba IV,5642,56,17,18.76,-6.1,9,0,0,0,1.06,0,0,,,,,,-,-,0,3,MA,N,Gás Natural,,Maranhão,,0.0,0.0218579234972678,0.0,5649,5642,1,PARNIVUTE000,-,-,3,-,,0,0,18.76,-,-,-,0,17,18.76,OK,322.0,,,PARNIVUTE000,-6.1,9,,0,0.0,,116,151.69,0,,,,,,,,,,,,,
338,Novo Tempo Barcarena,8423,631,210,631,-150,360,,-,,,0,-,,,,,,-,-,0,1,PA,N,Gás Natural,,Pará,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,631,-,-,-,0,210,631,OK,323.0,,,NTBARCUTE000,-150,360,,0,0.0,,240,154.47,580,,,,,,,,,,,,,
339,Nova Venécia 2,5650,168,100,168.8,-47,109,0,0,0,1.07,0,0,,,,,,-,-,0,1,MA,N,Óleo Diesel,,Maranhão,,0.0,0.0655737704918033,0.0,5649,5650,1,NVNC2-UTE000,-,-,1,-,,0,0,168.8,-,-,-,0,100,168.8,OK,324.0,,,NVNC2-UTE000,-47,109,,0,0.0,UTE.GN.MA.030196-5.01,46,286.88,0,,,,,,,,,,,,,
340,Nova Venécia 2 (UG03),47517,92,58.1,92.3,-31.5,55.8,0,0,0,1.02,0,0,,,,,,-,-,0,1,MA,N,Óleo Diesel,,Maranhão,,0.0,0.0359094457455113,0.0,5649,47517,1,NV2G3-UTE000,-,-,1,-,,0,0,92.3,-,-,-,0,58.1,92.3,OK,325.0,,,NV2G3-UTE000,-31.5,55.8,,0,0.0,UTE.GN.MA.030196-5.01,46,286.88,0,,,,,,,,,,,,,
341,Porto Itaqui,5609,360,240,360,-125,210,0,0,0,0.983,0,0,,,,,,-,-,0,1,MA,N,Carvão Mineral,,Maranhão,,0.0,0.140515222482436,0.0,5610,5609,1,PITAQUUTE000,-,-,1,-,,0,0,360,-,-,-,0,240,360,OK,326.0,,,PITAQUUTE000,-125,210,,0,0.0,,176,341.76,0,,,,,,,,,,,,,
342,Azulão,44931,360,,360,-135,225,,-,,,0,-,,,,,,-,-,0,1,AM,N,Gás Natural,,Amazonas,,0.0,0.273764258555133,0.0,-,-,-,-,-,-,1,-,,0,0,360,-,-,-,0,0,360,OK,327.0,,,AZULAOUTE000,-135,225,,0,0.0,UTE.GN.AM.035071-0.01,260,559.53,0,,,,,,,,,,,,,
343,Azulão II,45916,360,,360,-135,225,,-,,,0,-,,,,,,-,-,0,1,AM,N,Gás Natural,,Amazonas,,0.0,0.273764258555133,0.0,-,-,-,-,-,-,1,-,,0,0,360,-,-,-,0,0,360,OK,328.0,,,AZULIIUTE000,-135,225,,0,0.0,UTE.GN.AM.066966-0.01,,559.53,0,,,,,,,,,,,,,
344,Azulão IV,45917,230,,230,-95,158,,-,,,0,-,,,,,,-,-,0,1,AM,N,Gás Natural,,Amazonas,,0.0,0.174904942965779,0.0,-,-,-,-,-,-,1,-,,0,0,230,-,-,-,0,0,230,OK,329.0,,,AZULIVUTE000,-95,158,,0,0.0,UTE.GN.AM.066967-9.01,,559.53,0,,,,,,,,,,,,,
345,Manaus I,45918,155,,51.84,-22.5,37.5,,-,,,0,-,,,,,,-,-,0,3,AM,N,Gás Natural,,Amazonas,,0.0,0.11787072243346,0.0,-,-,-,-,-,-,3,-,,0,0,51.84,-,-,-,0,0,51.84,OK,330.0,,,MANAUSUTE000,-22.5,37.5,,0,0.0,UTE.GN.AM.035316-7.01,,559.53,0,,,,,,,,,,,,,
346,Geramar I (Tocantinópolis),5557,87,,8.73,-3.82,6.55,0,0,0,1.01,0,0,,,,,,-,-,0,10,MA,N,Óleo Diesel,,Maranhão,,0.0,0.0339578454332553,0.0,5556,5557,1,TOC.I1UTE000,-,-,10,-,,0,0,8.73,-,-,-,0,0,8.73,OK,331.0,,,TOC.I1UTE000,-3.82,6.55,,0,0.0,,73,1023.37,0,,,,,,,,,,,,,
347,Geramar I (Tocantinópolis),5558,78,,8.73,-3.82,6.55,0,0,0,1.01,0,0,,,,,,-,-,0,9,MA,N,Óleo Diesel,,Maranhão,,0.0,0.0304449648711944,0.0,5556,5558,1,TOC.I2UTE000,-,-,9,-,,0,0,8.73,-,-,-,0,0,8.73,OK,332.0,,,TOC.I2UTE000,-3.82,6.55,,0,0.0,,73,1023.37,0,,,,,,,,,,,,,
348,Geramar II(Nova Olinda),6447,87,,8.73,-3.82,6.55,0,0,0,1.01,0,0,,,,,,-,-,0,10,MA,N,Óleo Diesel,,Maranhão,,0.0,0.0339578454332553,0.0,5556,6447,1,NOLI1-UTE000,-,-,10,-,,0,0,8.73,-,-,-,0,0,8.73,OK,333.0,,,NOLI1-UTE000,-3.82,6.55,,0,0.0,,70,1023.37,0,,,,,,,,,,,,,
349,Geramar II (Nova Olinda),6448,78,,8.73,-3.82,6.55,0,0,0,1.01,0,0,,,,,,-,-,0,9,MA,N,Óleo Diesel,,Maranhão,,0.0,0.0304449648711944,0.0,5556,6448,1,NOLI2-UTE000,-,-,9,-,,0,0,8.73,-,-,-,0,0,8.73,OK,334.0,,,NOLI2-UTE000,-3.82,6.55,,0,0.0,,70,1023.37,0,,,,,,,,,,,,,
350,Mauá 3 (Vapor),8538,208,50,208,-82,131,0,0,0,0.979,0,0,,,,,,-,-,0,1,AM,N,Gás Natural,,Amazonas,,0.0,0.158174904942966,0.0,8531,8538,1,MAUAG2UTE000,-,-,1,-,,0,0,208,-,-,-,0,50,208,OK,336.0,,,MAUAG2UTE000,-82,131,,0,0.0,,140,74.4,88,,,,,,,,,,,,,
351,Mauá B3,8595,130,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,AM,N,Gás Natural,,Amazonas,,0.0,0.0988593155893536,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,346.0,,,MAUABLUTE000,-,-,,-,0.0,,206,-,0,,,,,,,,,,,,,
352,Mauá B4,8592,94,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,AM,N,Óleo Diesel,,Amazonas,,0.0,0.0714828897338403,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,347.0,,,MUBL4DUTE000,-,-,,-,0.0,,141,-,0,,,,,,,,,,,,,
353,Mauá B4,8594,63,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,AM,N,Óleo Diesel,,Amazonas,,0.0,0.0479087452471483,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,348.0,,,MUBL4MUTE000,-,-,,-,0.0,,141,-,0,,,,,,,,,,,,,
354,Santana W,8235,60,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,AP,N,Óleo Diesel,,Amapá,,0.0,0.0,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,352.0,,,SANT1-UTE000,-,-,,-,0.0,,-,-,-,,,,,,,,,,,,,
355,Santana LM,8236,45,-,-,-,-,,-,,,0,-,,,,,,-,-,-,-,AP,N,Óleo Diesel,,Amapá,,0.0,0.0,0.0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,353.0,,,SANT2-UTE000,-,-,,-,0.0,,-,-,-,,,,,,,,,,,,,
356,Jaguatirica II (Gás),8874,48,24.32,48.65,-16.6,36.48,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Gás Natural,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,48.65,-,-,-,0,24.32,48.65,OK,354.0,,,JAGGA-UTE000,-16.6,36.48,,0,0.0,,326,224.26,0,,,,,,,,,,,,,
357,Jaguatirica II (Gás),8875,48,24.32,48.65,-16.6,36.48,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Gás Natural,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,48.65,-,-,-,0,24.32,48.65,OK,355.0,,,JAGGB-UTE000,-16.6,36.48,,0,0.0,,326,224.26,0,,,,,,,,,,,,,
358,Jaguatirica II (Vapor),8876,44,20.86,44.1,-14.5,28.02,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Gás Natural,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,44.1,-,-,-,0,20.86,44.1,OK,356.0,,,JAG.V-UTE000,-14.5,28.02,,0,0.0,,326,224.26,0,,,,,,,,,,,,,
359,Bonfim,8865,10,,10,-3.75,3.5,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Biomassa,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,10,-,-,-,0,0,10,OK,357.0,,,BONFI-UTE000,-3.75,3.5,,0,0.0,,323,479.92,4,,,,,,,,,,,,,
360,Cantá,8866,10,,10,-3.75,3.5,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Biomassa,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,10,-,-,-,0,0,10,OK,358.0,,,CANTA-UTE000,-3.75,3.5,,0,0.0,,324,479.92,4,,,,,,,,,,,,,
361,Pau Rainha,8872,10,,10,-3.75,3.5,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Biomassa,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,10,-,-,-,0,0,10,OK,359.0,,,P.RAI-UTE000,-3.75,3.5,,0,0.0,,329,479.92,4,,,,,,,,,,,,,
362,Santa Luz,8873,10,,10,-3.75,3.5,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Biomassa,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,10,-,-,-,0,0,10,OK,360.0,,,STALU-UTE000,-3.75,3.5,,0,0.0,,330,479.92,4,,,,,,,,,,,,,
363,Baliza 1,8870,9,4.9,9.8,-3.37,7.28,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Biomassa,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,9.8,-,-,-,0,4.9,9.8,OK,361.0,,,BALZ1-UTE000,-3.37,7.28,,0,0.0,,322,610.38,6,,,,,,,,,,,,,
364,Baliza 2,8871,8,1.7,8.14,-3.04,6.9,,-,,,0,-,,,,,,-,-,0,1,RR,SISOL,Biomassa,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,1,-,,0,0,8.14,-,-,-,0,1.7,8.14,OK,362.0,,,BALZ2-UTE000,-3.04,6.9,,0,0.0,,322,610.38,0,,,,,,,,,,,,,
365,Palmaplan,8869,11,2.31,5.78,-2.27,4.33,,-,,,0,-,,,,,,-,-,0,2,RR,SISOL,Biocombustível,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,2,-,,0,0,5.78,-,-,-,0,2.31,5.78,OK,363.0,,,PALMA-UTE000,-2.27,4.33,,0,0.0,,328,637.93,0,,,,,,,,,,,,,
366,Forte de São Joaquim,8877,64,,16,-8,14,,-,,,0,-,,,,,,-,-,0,4,RR,SISOL,Biomassa,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,4,-,,0,0,16,-,-,-,0,0,16,OK,364.0,,,S.JOA-UTE000,-8,14,,0,0.0,,325,758.41,25,,,,,,,,,,,,,
367,Monte Cristo Sucuba 1,8867,22,0.786,3.25,-0.4,3.5,,-,,,0,-,,,,,,-,-,0,7,RR,SISOL,Óleo Diesel,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,7,-,,0,0,3.25,-,-,-,0,0.786,3.25,OK,365.0,,,MCSU1-UTE000,-0.4,3.5,,0,0.0,,327,1008.36,0,,,,,,,,,,,,,
368,Monte Cristo Sucuba 2,8868,19,0.786,3.25,-0.4,3.5,,-,,,0,-,,,,,,-,-,0,6,RR,SISOL,Óleo Diesel,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,6,-,,0,0,3.25,-,-,-,0,0.786,3.25,OK,366.0,,,MCSU2-UTE000,-0.4,3.5,,0,0.0,,327,1008.36,0,,,,,,,,,,,,,
369,Monte Cristo,8835,143,,3.25,-0.7,1.6,,-,,,0,-,,,,,,-,-,0,44,RR,SISOL,Óleo Diesel,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,44,-,,0,0,3.25,-,-,-,0,0,3.25,OK,367.0,,,MCRISTUTE000,-0.7,1.6,,0,0.0,,-,-,-,,,,,,,,,,,,,
370,Monte Cristo II,8833,29,,1.048,-0.2,0.9,,-,,,0,-,,,,,,-,-,0,28,RR,SISOL,Óleo Diesel,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,28,-,,0,0,1.048,-,-,-,0,0,1.048,OK,368.0,,,MCR-IIUTE000,-0.2,0.9,,0,0.0,,-,-,-,,,,,,,,,,,,,
371,Novo Paraíso,8812,20,,1.825,-0.5,1.6,,-,,,0,-,,,,,,-,-,0,11,RR,SISOL,Óleo Diesel,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,11,-,,0,0,1.825,-,-,-,0,0,1.825,OK,369.0,,,NPARA-UTE000,-0.5,1.6,,0,0.0,,-,-,-,,,,,,,,,,,,,
372,Distrito,8823,47,,1.45,-0.4,1.3,,-,,,0,-,,,,,,-,-,0,33,RR,SISOL,Óleo Diesel,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,33,-,,0,0,1.45,-,-,-,0,0,1.45,OK,370.0,,,DIST--UTE000,-0.4,1.3,,0,0.0,,-,-,-,,,,,,,,,,,,,
373,Floresta,8830,46,,1.45,-0.4,1.3,,-,,,0,-,,,,,,-,-,0,32,RR,SISOL,Óleo Diesel,,Roraima,,0.0,0.0,0.0,-,-,-,-,-,-,32,-,,0,0,1.45,-,-,-,0,0,1.45,OK,371.0,,,FLORE-UTE000,-0.4,1.3,,0,0.0,,-,-,-,,,,,,,,,,,,,
374,,FIM,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,SUBTOTAL,,136705,,,,,67381,0.492893456713361,,,69845,0.510917669434183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Bacias / Rios,,Potência Nominal (MW),Despacho Atual,,Despacho Novo,,RPO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,,,,MW,%,MW,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Bacia do Grande,,7460,5559,0.745174262734584,5559,0.745174262734584,628.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Bacia do Paranaíba,,8502,6091,0.71641966596095,6091,0.71641966596095,1176.85,,,,Pot.Instal SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Bacia do Paraná,,6568,2060,0.313641900121803,2060,0.313641900121803,190.8,,,,3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Bacia do Paraná - Itaipu,,14700,7568,0.514829931972789,7568,0.514829931972789,100,,,,Desp Atual SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Bacia do Paranapanema,,2733,1225,0.448225393340651,1250,0.457372850347603,378.86,,,,2731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Bacia do Paraguai,,668,514,0.769461077844311,514,0.769461077844311,61.1,,,,SWING após Redespacho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Bacia do Tietê,,1809,1367,0.755666113875069,1378,0.761746821448314,272.5,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Rio Cubatão,,868,695,0.800691244239631,695,0.800691244239631,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,P. do Sul / R. das Lajes / Piraí,,1732,1279,0.738452655889146,1279,0.738452655889146,358.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Rio Doce,,1231,923,0.749796913078798,958,0.778229082047116,173.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Rio Mucuri,,60,48,0.8,48,0.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Rio Jequitinhonha,,828,302,0.364734299516908,302,0.364734299516908,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Rio Paraguaçu,,162,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Rio São Francisco,,10577,2296,0.217074784910655,3874,0.366266427153257,820.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Rio Parnaíba,,225,123,0.546666666666667,123,0.546666666666667,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Rio Tocantins,,12928,6762,0.523050742574257,7465,0.577428836633663,1190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Bacia do Amazonas,,23685,17853,0.753768207726409,18065,0.762719020477095,1266.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Bacia do Iguaçu,,7301,3780,0.517737296260786,3780,0.517737296260786,1036.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Rio Uruguai,,5899,3031,0.51381590100017,3080,0.522122393626038,743.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Rio Jacuí,,1361,612,0.449669360764144,726,0.533431300514328,288.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Rio Itajaí,,191,56,0.293193717277487,56,0.293193717277487,39.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Rio Capivari,,260,77,0.296153846153846,77,0.296153846153846,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,São Paulo,,970,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Rio de Janeiro,,10955,1692,0.15445002282063,1429,0.130442720219078,567.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Espírito Santo,,601,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Minas Gerais,,334,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Goiás,,175,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Mato Grosso,,506,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,AC/RO,,344,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Rio Grande do Sul,,1582,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Paraná,,484,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Santa Catarina,,740,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Mato Grosso do Sul,,172,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Amazonas,,1315,735,0.55893536121673,735,0.55893536121673,163.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Amapá,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Maranhão,,2562,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Pará,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Bahia,,718,2,0.00278551532033426,2,0.00278551532033426,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,Pernambuco,,1593,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
